TSA ID,TSA AREA,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-27,2020-06-28,2020-06-29,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-04,2020-07-05,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-12,2020-07-13,2020-07-14,2020-07-15,2020-07-16,2020-07-17,2020-07-18,2020-07-19,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-01,2020-08-02,2020-08-03,2020-08-04,2020-08-05,2020-08-06,2020-08-07,2020-08-08,2020-08-09,2020-08-10,2020-08-11,2020-08-12,2020-08-13,2020-08-14,2020-08-15,44059,2020-08-17,2020-08-18,2020-08-19,2020-08-20,2020-08-21,2020-08-22,2020-08-23,2020-08-24,2020-08-25,2020-08-26,2020-08-27,2020-08-28,2020-08-29,2020-08-30,2020-08-31,2020-09-01,2020-09-02,2020-09-03,2020-09-04,2020-09-05,2020-09-06,2020-09-07,2020-09-08,2020-09-09,2020-09-10,2020-09-11,2020-09-12,2020-09-13,2020-09-14,2020-09-15,2020-09-16,2020-09-17,2020-09-18,2020-09-19,2020-09-20,2020-09-21,2020-09-22,2020-09-23,2020-09-24,2020-09-25,2020-09-26,2020-09-27,2020-09-28,2020-09-29,2020-09-30,2020-10-01,2020-10-02,2020-10-03,2020-10-04,2020-10-05,2020-10-06,2020-10-07,2020-10-08,2020-10-09,2020-10-10,2020-10-11,2020-10-12,2020-10-13,2020-10-14,2020-10-15,2020-10-16,2020-10-17,2020-10-18,2020-10-19,2020-10-20,2020-10-21,2020-10-22,2020-10-23,2020-10-24,2020-10-25,2020-10-26,2020-10-27,2020-10-28,2020-10-29,2020-10-30,2020-10-31,2020-11-01,2020-11-02,2020-11-03,2020-11-04,2020-11-05,2020-11-06,2020-11-07,2020-11-08,2020-11-09,2020-11-10,2020-11-11,2020-11-12,2020-11-13,2020-11-14,2020-11-15,2020-11-16,2020-11-17,2020-11-18,2020-11-19,2020-11-20,2020-11-21,2020-11-22,2020-11-23,2020-11-24,2020-11-25,2020-11-26,2020-11-27,2020-11-28,2020-11-29,2020-11-30,2020-12-01,2020-12-02,2020-12-03,2020-12-04,2020-12-05,2020-12-06,2020-12-07,2020-12-08,2020-12-09,2020-12-10,2020-12-11,2020-12-12,2020-12-13,2020-12-14,2020-12-15,2020-12-16,2020-12-17,2020-12-18,2020-12-19,2020-12-20,2020-12-21,2020-12-22,2020-12-23,2020-12-24,2020-12-25,2020-12-26,2020-12-27,2020-12-28,2020-12-29,2020-12-30,2020-12-31,2021-01-01,2021-01-02,2021-01-03,2021-01-04,2021-01-05,2021-01-06,2021-01-07
E.,Dallas/Ft. Worth,0.05022458146182115,0.04440929553473658,0.04342764000465712,0.05095902848711838,0.05214111382294209,0.052170100832968,0.04776252650373842,0.05200860832137733,0.051754607422368086,0.052832438878950505,0.05341545352743561,0.05352520964903199,0.056030969845150776,0.055219925808161104,0.05224128389596015,0.057046589984896014,0.06154983108108108,0.06291186161449754,0.05924097500771367,0.06241413150147203,0.06288996731702486,0.059934411398846546,0.060077292423000354,0.06930591259640102,0.06603131381892444,0.06681981622053536,0.06329588014981273,0.06294180304057326,0.058939299772115185,0.06059913103132861,0.07067653497341812,0.06123046875,0.06220229756234239,0.06194206595008198,0.06332039193936033,0.05837482784193241,0.06267709395897088,0.06549067315490673,0.05889324459841371,0.053662463107056614,0.05075690115761353,0.05453573338085903,0.06235066560473319,0.06116459262737732,0.056611789697291554,0.05777908573670787,0.05636263332107393,0.05355825958702065,0.054455013526485734,0.0546975546975547,0.05575314813034701,0.0549108406453439,0.052545005939870236,0.05393820325058046,0.05207612456747405,0.053696636194195436,0.05601333209887974,0.0626920712968654,0.061966012580978315,0.0598797175978384,0.060452752529583265,0.06042090970807875,0.06307319605468074,0.06735751295336788,0.07414850856780199,0.06953913280610853,0.07401344132345339,0.07458105193296831,0.0756059227396807,0.07844611528822056,0.08369230769230769,0.09124492057628371,0.09905921416712783,0.09808176373578682,0.09485275715358304,0.09695177060225126,0.1039307128580946,0.10913969188159944,0.11602558328078552,0.12447944957450661,0.11999319670039969,0.1224673202614379,0.12540876389797254,0.12988886060914567,0.14010225132298862,0.15123282514586864,0.15479651162790697,0.1537088962528677,0.15006574621959237,0.15155440414507773,0.15005755632297318,0.15497219496238143,0.16233371011216416,0.15997906489881367,0.15475792988313855,0.15374550212626759,0.15416767140905072,0.15533262067264206,0.16206308610400683,0.1700347191311315,0.1665356737402847,0.1655991909657846,0.09163165088847264,0.1627356496745287,0.15522388059701492,2.001176470588235,0.15458845789971618,0.15770265078755283,0.15601231437884824,0.14642381163927143,0.14014883061658398,0.14105930285196921,0.14163489258811496,0.15534746180384426,0.1476805356288857,0.13239586097107986,0.12377766340710242,0.12030657940062005,0.11827671620665252,0.11791990009811792,0.12298541826554106,0.11601690934711131,0.10890562693841382,0.10541110330288124,0.10541803704344815,0.10639412997903563,0.10102335345053792,0.10742407199100112,0.10562132935583109,0.09631753427112266,0.09205130442369776,0.08856120013637914,0.08777565549574579,0.08594235033259423,0.08861691359160762,0.08813720819437827,0.08417721518987342,0.08022568985277263,0.07562736335510485,0.07648332611520138,0.07581291759465479,0.07386666666666666,0.07817559441206402,0.07243460764587525,0.06793893129770992,0.0655489089224029,0.07668527264920567,0.06729748850371418,0.0629182156133829,0.07454460532461467,0.07190152009698779,0.06933949684416392,0.06427285971377153,0.06513713080168776,0.0679932185241367,0.07058395488448245,0.06790518898142217,0.06290281000257798,0.06315436803752408,0.06180327868852459,0.06030440148087207,0.06332941374097094,0.06524390243902439,0.06625472021970477,0.06511627906976744,0.06414970989621639,0.06533883896040807,0.06558446855371564,0.06747796894670584,0.06842328941776456,0.07163151097718468,0.07361259119599967,0.06318152661962796,0.06710866752910738,0.06660145104752588,0.07002373685995253,0.07755393118202888,0.07645944549681419,0.0747870249017038,0.07195035739533423,0.0735646395178116,0.0763921568627451,0.07738095238095238,0.08392871807505954,0.09321681231793591,0.09336395312005068,0.09227030417058639,0.09187388643581997,0.09485767470720546,0.0986915589596298,0.10488696808510638,0.11054323633665815,0.105045621149497,0.10507800550627103,0.10343023690307152,0.10556897072140055,0.11108477522319665,0.11845936278179851,0.12325561962062338,0.12218315486654946,0.11515381693885302,0.1148,0.115,0.1201,0.1255,0.1276,0.1238,0.1183,0.1146,0.1163,0.119,0.127,0.1269,0.1449,0.1398,0.1423,0.1475,0.157,0.16510015408320494,0.166,0.1689,0.1579,0.1609,0.1587,0.1649,0.1616,0.1754,0.1806,0.1805,0.1892,0.2002,0.2009,0.2045,0.2033,0.1908,0.1874,0.1815,0.1792,0.1805,0.1945,0.2004,0.1887,0.1862,0.1874,0.1824,0.1939,0.2079,0.216,0.2067,0.2045,0.2068,0.2104,0.2233,0.2369,0.2421,0.2384,0.2435,0.2572,0.2714,0.2804,0.2859,0.2844,0.2725,0.2659,0.2659,0.2767,0.288,0.2948,0.2983,0.296,0.2889
