TSA ID,TSA AREA,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-27,2020-06-28,2020-06-29,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-04,2020-07-05,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-12,2020-07-13,2020-07-14,2020-07-15,2020-07-16,2020-07-17,2020-07-18,2020-07-19,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-01,2020-08-02,2020-08-03,2020-08-04,2020-08-05,2020-08-06,2020-08-07,2020-08-08,2020-08-09,2020-08-10,2020-08-11,2020-08-12,2020-08-13,2020-08-14,2020-08-15,44059,2020-08-17,2020-08-18,2020-08-19,2020-08-20,2020-08-21,2020-08-22,2020-08-23,2020-08-24,2020-08-25,2020-08-26,2020-08-27,2020-08-28,2020-08-29,2020-08-30,2020-08-31,2020-09-01,2020-09-02,2020-09-03,2020-09-04,2020-09-05,2020-09-06,2020-09-07,2020-09-08,2020-09-09,2020-09-10,2020-09-11,2020-09-12,2020-09-13,2020-09-14,2020-09-15,2020-09-16,2020-09-17,2020-09-18,2020-09-19,2020-09-20,2020-09-21,2020-09-22,2020-09-23,2020-09-24,2020-09-25,2020-09-26,2020-09-27,2020-09-28,2020-09-29,2020-09-30,2020-10-01,2020-10-02,2020-10-03,2020-10-04,2020-10-05,2020-10-06,2020-10-07,2020-10-08,2020-10-09,2020-10-10,2020-10-11,2020-10-12,2020-10-13,2020-10-14,2020-10-15,2020-10-16,2020-10-17,2020-10-18,2020-10-19,2020-10-20,2020-10-21,2020-10-22,2020-10-23,2020-10-24,2020-10-25,2020-10-26,2020-10-27,2020-10-28,2020-10-29,2020-10-30,2020-10-31,2020-11-01,2020-11-02,2020-11-03,2020-11-04,2020-11-05,2020-11-06,2020-11-07,2020-11-08,2020-11-09,2020-11-10,2020-11-11,2020-11-12,2020-11-13,2020-11-14,2020-11-15,2020-11-16,2020-11-17,2020-11-18,2020-11-19,2020-11-20,2020-11-21,2020-11-22,2020-11-23,2020-11-24,2020-11-25,2020-11-26,2020-11-27,2020-11-28,2020-11-29,2020-11-30,2020-12-01,2020-12-02,2020-12-03,2020-12-04,2020-12-05,2020-12-06,2020-12-07,2020-12-08,2020-12-09,2020-12-10,2020-12-11,2020-12-12,2020-12-13,2020-12-14,2020-12-15,2020-12-16,2020-12-17,2020-12-18,2020-12-19,2020-12-20,2020-12-21,2020-12-22,2020-12-23,2020-12-24,2020-12-25,2020-12-26,2020-12-27,2020-12-28,2020-12-29,2020-12-30,2020-12-31,2021-01-01,2021-01-02,2021-01-03,2021-01-04,2021-01-05,2021-01-06,2021-01-07,2021-01-08,2021-01-09,2021-01-10,2021-01-11,2021-01-12,2021-01-13,2021-01-14,2021-01-15,2021-01-16,2021-01-17,2021-01-18,2021-01-19,2021-01-20,2021-01-21,2021-01-22,2021-01-23,2021-01-24,2021-01-25,2021-01-26,2021-01-27,2021-01-28,2021-01-29,2021-01-30,2021-01-31,2021-02-01,2021-02-02,2021-02-03,2021-02-04,2021-02-05,2021-02-06,2021-02-07,2021-02-08,2021-02-09,2021-02-10,2021-02-11,2021-02-12,2021-02-13,2021-02-14,2021-02-15,2021-02-16,2021-02-17,2021-02-18,2021-02-19,2021-02-20,2021-02-21,2021-02-22,2021-02-23,2021-02-24,2021-02-25,2021-02-26,2021-02-27,2021-02-28,2021-03-01,2021-03-02,2021-03-03,2021-03-04,2021-03-05,2021-03-06,2021-03-07,2021-03-08,2021-03-09,2021-03-10,2021-03-11,2021-03-12,2021-03-13,2021-03-14,2021-03-15,2021-03-16,2021-03-17,2021-03-18,2021-03-19,2021-03-20,2021-03-21,2021-03-22,2021-03-23,2021-03-24,2021-03-25,2021-03-26,2021-03-27,2021-03-28,2021-03-29,2021-03-30
E.,Dallas/Ft. Worth,1186,1306,1302,1258,1180,1347,1336,1310,1377,1369,1286,1201,1367,1417,1378,1553,1360,1316,1263,1303,1386,1375,1433,1407,1297,1243,1363,1420,1389,1394,1436,1140,1128,1333,1373,1697,1396,1398,1332,1361,1368,1409,1440,1458,1440,1437,1271,1356,1405,1434,1443,1444,1386,1160,1358,1467,1494,1510,1500,1469,1434,1434,1509,1545,1567,1594,1508,1471,1456,1374,1456,1378,1342,1288,1258,1327,1393,1462,1440,1398,1419,1375,1389,1450,1481,1480,1446,1446,1393,1417,1470,1086,1208,1198,1405,1322,1399,1419,1492,1520,1066,1112,1364,1364,1416,1454,1430,1380,1345,1307,1321,1362,1374,1389,1378,1372,1305,1331,1359,1406,1408,1392,1375,1362,1324,1363,1379,1393,1410,1416,1399,1323,1383,1399,1380,1343,1321,1312,1347,1298,1364,1376,1390,1353,1290,1286,1370,1429,1429,1389,1375,1339,1368,1324,1346,1387,1384,1431,1492,1449,1456,1541,1565,1581,1581,1549,1481,1529,1617,1652,1650,1646,1592,1553,1606,1630,1729,1729,1671,1667,1661,1724,1797,1818,1755,1752,1701,1678,1747,1746,1764,1808,1784,1758,1682,1676,1767,1790,1793,1747,1760,1731,1770,1813,1848,1829,1849,1787,1735,1864,1868,1899,1855,1805,1805,1726,1866,1825,1852,1816,1817,1808,1841,1807,1921,1886,1952,1837,1838,1855,1966,1916,1948,1925,1960,1895,1825,1877,1945,1946,2002,1991,1946,1969,1981,1948,1979,1925,1947,1975,1985,2066,2120,2100,2095,2055,2063,2094,2106,2132,2142,2168,2022,1970,2088,2107,2115,2150,2149,2107,2091,2127,2198,2239,2168,2354,2142,2105,2110,2147,2130,2121,2101,2094,2025,2000,2061,2073,2027,2041,2015,1964,1941,1976,1987,1983,1969,1946,1933,1893,1985,1985,2012,1994,1956,1907,1941,1977,1977,1995,1997,1933,1849,1841,1856,1857,1807,1838,1774,1723,1720,1760,1743,1748,1751,1710,1650,1554,1664,1672,1706,1635,1613,1572,1541,1635,1644,1654,1671,1662,1607,1549,1629
