County,9/13/2020 12:00:00 AM,9/14/2020 12:00:00 AM,9/15/2020 12:00:00 AM,9/16/2020 12:00:00 AM,9/17/2020 12:00:00 AM,9/18/2020 12:00:00 AM,9/19/2020 12:00:00 AM,9/20/2020 12:00:00 AM,9/21/2020 12:00:00 AM,9/22/2020 12:00:00 AM,9/23/2020 12:00:00 AM,9/24/2020 12:00:00 AM,9/25/2020 12:00:00 AM,9/26/2020 12:00:00 AM,9/27/2020 12:00:00 AM,9/28/2020 12:00:00 AM,9/29/2020 12:00:00 AM,9/30/2020 12:00:00 AM,10/1/2020 12:00:00 AM,10/2/2020 12:00:00 AM,10/3/2020 12:00:00 AM,10/4/2020 12:00:00 AM,10/5/2020 12:00:00 AM,10/6/2020 12:00:00 AM,10/7/2020 12:00:00 AM,10/8/2020 12:00:00 AM,10/9/2020 12:00:00 AM,10/10/2020 12:00:00 AM,10/11/2020 12:00:00 AM,10/12/2020 12:00:00 AM,10/13/2020 12:00:00 AM,10/14/2020 12:00:00 AM,10/15/2020 12:00:00 AM,10/16/2020 12:00:00 AM,10/17/2020 12:00:00 AM,10/18/2020 12:00:00 AM,10/19/2020 12:00:00 AM,10/20/2020 12:00:00 AM,10/21/2020 12:00:00 AM,10/22/2020 12:00:00 AM,10/23/2020 12:00:00 AM,10/24/2020 12:00:00 AM,10/25/2020 12:00:00 AM,10/26/2020 12:00:00 AM,10/27/2020 12:00:00 AM,10/28/2020 12:00:00 AM,10/29/2020 12:00:00 AM,10/30/2020 12:00:00 AM,10/31/2020 12:00:00 AM,11/1/2020 12:00:00 AM,11/2/2020 12:00:00 AM,11/3/2020 12:00:00 AM,11/4/2020 12:00:00 AM,11/5/2020 12:00:00 AM,11/6/2020 12:00:00 AM,11/7/2020 12:00:00 AM,11/8/2020 12:00:00 AM,11/9/2020 12:00:00 AM,11/10/2020 12:00:00 AM,11/11/2020 12:00:00 AM,11/12/2020 12:00:00 AM,11/13/2020 12:00:00 AM,11/14/2020 12:00:00 AM,11/15/2020 12:00:00 AM,11/16/2020 12:00:00 AM,11/17/2020 12:00:00 AM,11/18/2020 12:00:00 AM,11/19/2020 12:00:00 AM,11/20/2020 12:00:00 AM,11/21/2020 12:00:00 AM,11/22/2020 12:00:00 AM,11/23/2020 12:00:00 AM,11/24/2020 12:00:00 AM,11/25/2020 12:00:00 AM,11/26/2020 12:00:00 AM,11/27/2020 12:00:00 AM,11/28/2020 12:00:00 AM,11/29/2020 12:00:00 AM,11/30/2020 12:00:00 AM,12/1/2020 12:00:00 AM,12/2/2020 12:00:00 AM,12/3/2020 12:00:00 AM,12/4/2020 12:00:00 AM,12/5/2020 12:00:00 AM,12/6/2020 12:00:00 AM,12/7/2020 12:00:00 AM,12/8/2020 12:00:00 AM,12/9/2020 12:00:00 AM,12/10/2020 12:00:00 AM,12/11/2020 12:00:00 AM,12/12/2020 12:00:00 AM,12/13/2020 12:00:00 AM,12/14/2020 12:00:00 AM,12/15/2020 12:00:00 AM,12/16/2020 12:00:00 AM,12/17/2020 12:00:00 AM,12/18/2020 12:00:00 AM,12/19/2020 12:00:00 AM,12/20/2020 12:00:00 AM,12/21/2020 12:00:00 AM,12/22/2020 12:00:00 AM,12/23/2020 12:00:00 AM,12/24/2020 12:00:00 AM,12/25/2020 12:00:00 AM,12/26/2020 12:00:00 AM,12/27/2020 12:00:00 AM,12/28/2020 12:00:00 AM,12/29/2020 12:00:00 AM,12/30/2020 12:00:00 AM,12/31/2020 12:00:00 AM,1/1/2021 12:00:00 AM,1/2/2021 12:00:00 AM,1/3/2021 12:00:00 AM,1/4/2021 12:00:00 AM,1/5/2021 12:00:00 AM,1/6/2021 12:00:00 AM,1/7/2021 12:00:00 AM,1/8/2021 12:00:00 AM,1/9/2021 12:00:00 AM,1/10/2021 12:00:00 AM,1/11/2021 12:00:00 AM,1/12/2021 12:00:00 AM,1/13/2021 12:00:00 AM,1/14/2021 12:00:00 AM,1/15/2021 12:00:00 AM,1/16/2021 12:00:00 AM,1/17/2021 12:00:00 AM,1/18/2021 12:00:00 AM,1/19/2021 12:00:00 AM,1/20/2021 12:00:00 AM,1/21/2021 12:00:00 AM,1/22/2021 12:00:00 AM,1/23/2021 12:00:00 AM,1/24/2021 12:00:00 AM,1/25/2021 12:00:00 AM,1/26/2021 12:00:00 AM,1/27/2021 12:00:00 AM,1/28/2021 12:00:00 AM,1/29/2021 12:00:00 AM,1/30/2021 12:00:00 AM,1/31/2021 12:00:00 AM,2/1/2021 12:00:00 AM,2/2/2021 12:00:00 AM,2/3/2021 12:00:00 AM,2/4/2021 12:00:00 AM,2/5/2021 12:00:00 AM,2/6/2021 12:00:00 AM,2/7/2021 12:00:00 AM,2/8/2021 12:00:00 AM,2/9/2021 12:00:00 AM,2/10/2021 12:00:00 AM,2/11/2021 12:00:00 AM,2/12/2021 12:00:00 AM,2/13/2021 12:00:00 AM,2/14/2021 12:00:00 AM,2/15/2021 12:00:00 AM,2/16/2021 12:00:00 AM,2/17/2021 12:00:00 AM,2/18/2021 12:00:00 AM,2/19/2021 12:00:00 AM,2/20/2021 12:00:00 AM,2/21/2021 12:00:00 AM,2/22/2021 12:00:00 AM,2/23/2021 12:00:00 AM,2/24/2021 12:00:00 AM,2/25/2021 12:00:00 AM,2/26/2021 12:00:00 AM,2/27/2021 12:00:00 AM,2/28/2021 12:00:00 AM,3/1/2021 12:00:00 AM,3/2/2021 12:00:00 AM,3/3/2021 12:00:00 AM,3/4/2021 12:00:00 AM,3/5/2021 12:00:00 AM,3/6/2021 12:00:00 AM,3/7/2021 12:00:00 AM,3/8/2021 12:00:00 AM,3/9/2021 12:00:00 AM,3/10/2021 12:00:00 AM,3/11/2021 12:00:00 AM,3/12/2021 12:00:00 AM,3/13/2021 12:00:00 AM,3/14/2021 12:00:00 AM,2021-03-15,2021-03-16,2021-03-17,2021-03-18,2021-03-19,2021-03-20
Collin,195691,197338,199529,200971,204848,208875,210331,211803,214034,215890,219149,220320,220982,221611,228895,230508,232116,232899,235175,246074,248923,250296,253513,255237,257202,259323,262678,265732,267781,271556,274337,276773,280733,283706,285818,288337,291496,293158,295920,299571,303624,305891,307504,310982,312806,315692,321221,324214,329030,331686,333726,338016,342071,344937,348488,353193,357068,360077,399995,401482,406095,411941,418213,418213,420724,424954,430678,436957,442848,446172,452002,457551,461310,464746,469728,475706,478051,480689,486111,489592,493103,497281,503371,508670,512789,516381,521375,527322,532665,538338,542382,548543,554066,557479,562633,567395,569034,573529,580825,587773,590898,597691,602537,611573,616455,619890,625554,630930,648462,655371,662979,664899,672103,678486,681702,689940,693739,700583,707409,714239,720168,726785,732293,740280,745349,754090,761405,764975,770888,777424,783528,786701,793193,799631,807965,812999,818452,823433,833586,839289,845098,850912,855081,859842,864694,868968,871362,877129,882248,888231,893528,898222,903471,908400,908400,908400,908400,908400,908400,920790,921529,923631,925928,928963,931727,935594,938346,942118,943461,947063,950409,955119,959230,960079,963459,966952,970175,976429,979262,981996,984247,988054,990930,993492,995570,998689,1003006,1003006,1011028
